KOR,MATH,GRADE 
41,10,C
30,18,C
26,83,B
41,39,B
65,72,B
56,84,A
72,73,A
83,78,A
64,20,B
97,33,B
16,66,B
79,53,B
58,88,A
30,63,B
26,56,B
21,92,B
94,25,B
23,70,B
43,24,C
92,16,B
87,18,B
25,59,B
25,77,B
79,94,A
76,73,A
59,58,B
74,65,B
65,10,C
54,52,B
11,33,C
21,84,B
38,18,C
32,82,B
21,44,C
48,72,B
81,49,B
95,69,A
31,53,B
49,98,A
64,43,B
16,77,B
52,18,C
26,49,C
14,18,C
81,33,B
50,95,A
40,100,A
29,18,C
36,76,B
34,21,C
13,94,B
44,84,B
75,98,A
15,93,B
21,58,C
72,30,B
97,61,A
55,20,C
86,37,B
92,79,A
15,41,C
27,17,C
79,76,A
35,94,B
84,84,A
48,28,C
64,96,A
14,71,B
66,78,A
79,20,B
43,52,B
37,12,C
27,65,B
15,98,B
86,76,A
65,20,B
20,78,B
88,47,B
12,58,C
100,50,A
73,12,B
30,45,C
12,56,C
68,19,B
72,82,A
77,73,A
75,26,B
53,31,B
67,13,B
49,55,B
18,54,C
39,58,B
77,50,B
10,79,B
53,75,B
81,26,B
93,69,A
48,100,A
64,56,B
16,83,B
97,48,A
95,63,A
51,47,B
27,23,C
26,97,B
10,43,C
98,61,A
58,67,B
29,97,B
92,92,A
53,40,B
10,92,B
49,37,B
84,75,A
33,74,B
30,22,C
20,16,C
18,95,B
24,27,C
63,17,B
28,30,C
71,86,A
92,90,A
86,15,B
20,54,C
84,88,A
47,87,B
42,40,B
82,19,B
21,70,B
79,74,A
69,19,B
65,11,C
54,16,C
42,47,B
40,99,B
16,20,C
62,84,A
40,88,B
33,88,B
32,50,B
21,46,C
94,37,B
87,83,A
67,31,B
29,51,B
43,43,B
67,74,A
69,28,B
100,85,A
19,30,C
77,59,B
76,21,B
59,51,B
53,12,C
84,58,A
42,57,B
13,95,B
29,89,B
24,66,B
15,47,C
60,70,B
41,73,B
56,80,B
100,15,B
62,77,B
32,78,B
98,81,A
27,43,C
82,39,B
99,22,B
30,75,B
58,39,B
76,62,B
12,61,C
14,98,B
22,21,C
41,89,B
44,20,C
60,14,C
11,62,C
54,11,C
42,22,C
66,37,B
16,80,B
33,43,C
23,21,C
67,75,A
68,42,B
30,54,B
90,41,B
43,66,B
84,36,B
86,53,B
91,36,B
84,100,A
66,98,A
87,60,A
71,90,A
60,81,A
88,100,A
51,30,B
75,31,B
55,39,B
19,67,B
20,57,C
73,39,B
71,19,B
85,64,A
72,64,B
34,24,C
60,81,A
79,58,B
42,59,B
20,99,B
10,32,C
80,96,A
50,51,B
21,91,B
54,62,B
19,72,B
69,71,A
20,44,C
51,78,B
27,52,C
63,54,B
34,37,C
75,54,B
60,72,B
50,24,C
99,59,A
26,87,B
58,21,C
19,60,C
58,75,B
17,67,B
68,62,B
37,40,C
46,63,B
19,48,C
12,53,C
91,63,A
85,41,B
95,34,B
88,22,B
58,64,B
72,83,A
28,61,B
63,49,B
14,64,C
65,65,B
52,89,A
31,12,C
99,13,B
32,72,B
53,94,A
89,98,A
25,42,C
67,100,A
57,82,B
60,92,A
34,64,B
79,62,A
58,38,B
90,33,B
96,46,A
72,64,B
51,12,C
53,29,B
74,34,B
68,91,A
28,72,B
55,36,B
23,41,C
10,61,C
12,39,C
72,93,A
59,10,C
11,58,C
56,86,A
43,77,B
44,39,B
62,86,A
53,71,B
55,56,B
21,19,C
50,66,B
20,10,C
75,83,A
93,57,A
40,10,C
58,75,B
76,77,A
43,97,A
99,82,A
39,33,C
75,64,B
10,88,B
32,49,B
30,70,B
35,58,B
86,27,B
95,79,A
33,85,B
87,77,A
20,75,B
64,74,B
87,30,B
98,46,A
26,48,C
27,50,C
28,42,C
66,71,B
61,50,B
15,64,C
65,30,B
81,88,A
14,27,C
40,75,B
60,52,B
12,96,B
62,61,B
44,92,B
73,90,A
67,46,B
79,44,B
46,38,B
94,23,B
72,46,B
35,13,C
84,37,B
56,23,C
93,71,A
16,48,C
38,81,B
67,55,B
20,50,C
40,66,B
37,85,B
37,44,B
84,68,A
36,98,B
42,11,C
49,41,B
28,89,B
47,61,B
68,87,A
76,83,A
71,81,A
89,32,B
23,79,B
17,35,C
38,90,B
94,79,A
54,52,B
31,68,B
36,44,B
16,84,B
24,44,C
44,97,A
60,22,B
53,87,A
38,42,B
97,55,A
32,97,B
14,57,C
33,26,C
87,57,A
96,16,B
29,43,C
83,33,B
66,91,A
43,69,B
17,81,B
100,84,A
13,69,B
93,52,A
94,12,B
41,99,A
35,69,B
74,92,A
97,80,A
75,79,A
89,23,B
45,57,B
48,64,B
28,25,C
38,70,B
66,67,B
35,51,B
73,100,A
30,65,B
17,93,B
85,24,B
81,43,B
61,91,A
25,78,B
89,93,A
96,62,A
34,93,B
73,99,A
45,17,C
80,47,B
79,45,B
63,37,B
84,41,B
83,87,A
74,56,B
96,94,A
36,96,B
46,80,B
80,74,A
65,23,B
77,74,A
54,16,C
42,32,C
66,13,C
89,14,B
37,62,B
90,86,A
20,84,B
65,30,B
71,99,A
56,64,B
84,16,B
82,23,B
79,33,B
33,90,B
93,35,B
39,17,C
79,21,B
31,74,B
77,12,B
10,86,B
90,35,B
34,47,B
15,83,B
30,96,B
35,92,B
25,59,B
86,99,A
67,36,B
24,93,B
72,44,B
20,17,C
90,13,B
58,59,B
75,77,A
95,80,A
64,51,B
47,66,B
15,29,C
81,53,B
72,77,A
21,48,C
54,17,C
35,34,C
88,96,A
64,63,B
86,73,A
39,53,B
40,89,B
62,53,B
25,19,C
97,15,B
96,49,A
69,61,B
55,55,B
89,35,B
68,27,B
48,78,B
65,99,A
34,49,B
59,32,B
21,72,B
86,97,A
85,73,A
17,29,C
30,77,B
46,11,C
63,76,B
16,43,C
56,46,B
81,30,B
58,21,C
100,10,B
56,71,B
23,37,C
68,12,B
93,45,B
19,43,C
84,20,B
45,50,B
87,17,B
67,10,C
68,34,B
20,64,B
90,33,B
21,77,B
37,90,B
50,56,B
23,33,C
16,94,B
73,59,B
95,27,B
96,97,A
53,99,A
49,97,A
43,25,C
87,62,A
16,23,C
96,28,B
94,43,B
35,47,B
90,64,A
53,32,B
28,88,B
24,78,B
42,84,B
34,85,B
13,33,C
58,65,B
26,36,C
91,45,B
19,64,B
54,23,C
58,61,B
82,94,A
65,40,B
39,41,B
92,53,A
10,36,C
96,27,B
43,99,A
50,44,B
25,35,C
91,12,B
28,20,C
97,90,A
11,54,C
12,57,C
13,22,C
92,60,A
75,35,B
76,70,A
71,79,A
96,30,B
49,71,B
81,67,A
67,68,B
84,52,B
46,28,C
60,96,A
46,25,C
78,59,B
71,80,A
28,81,B
39,87,B
45,68,B
39,99,B
66,19,B
30,13,C
43,92,B
100,37,B
14,18,C
49,86,B
35,78,B
45,55,B
22,57,C
40,10,C
71,39,B
30,50,B
98,92,A
65,90,A
46,77,B
67,56,B
53,88,A
27,52,C
68,38,B
25,76,B
70,36,B
89,47,B
53,39,B
80,57,B
26,52,C
33,27,C
31,10,C
88,26,B
90,74,A
92,37,B
16,79,B
46,51,B
68,67,B
13,47,C
19,17,C
94,28,B
51,45,B
53,94,A
58,43,B
44,54,B
90,35,B
74,34,B
78,81,A
31,11,C
82,77,A
79,65,A
90,35,B
69,33,B
100,22,B
47,86,B
45,39,B
80,41,B
21,11,C
59,99,A
44,32,C
42,95,B
88,76,A
23,84,B
94,66,A
24,63,B
86,51,B
32,26,C
60,93,A
35,26,C
18,70,B
83,33,B
54,45,B
51,71,B
76,23,B
80,96,A
57,91,A
54,26,B
81,57,B
43,79,B
23,15,C
44,16,C
51,38,B
67,93,A
41,50,B
93,66,A
89,93,A
63,41,B
75,86,A
74,100,A
100,93,A
86,37,B
98,74,A
78,42,B
28,73,B
69,85,A
21,57,C
83,100,A
33,91,B
38,63,B
10,38,C
15,22,C
38,36,C
58,15,C
29,11,C
85,19,B
32,79,B
44,39,B
20,98,B
92,66,A
72,63,B
84,83,A
91,57,A
83,48,B
50,72,B
34,91,B
36,29,C
74,92,A
93,98,A
46,13,C
73,50,B
95,18,B
18,47,C
64,18,B
16,47,C
54,61,B
79,11,B
26,65,B
35,94,B
48,75,B
65,15,B
34,58,B
20,32,C
54,53,B
61,42,B
61,44,B
35,74,B
69,14,B
63,21,B
51,36,B
28,87,B
94,29,B
52,28,B
15,27,C
96,41,B
69,82,A
81,38,B
42,33,C
16,78,B
34,80,B
35,17,C
91,46,B
87,14,B
38,73,B
48,69,B
75,84,A
16,68,B
15,49,C
18,68,B
52,19,C
51,45,B
66,86,A
99,70,A
36,69,B
48,11,C
17,86,B
46,58,B
92,23,B
18,59,C
42,18,C
60,17,C
87,63,A
17,83,B
32,21,C
85,38,B
37,21,C
49,72,B
46,83,B
26,84,B
58,88,A
12,97,B
87,23,B
66,96,A
62,68,B
88,70,A
84,29,B
73,97,A
95,24,B
98,100,A
82,80,A
47,71,B
53,92,A
67,19,B
81,23,B
54,100,A
100,37,B
15,32,C
43,61,B
48,79,B
10,85,B
60,23,B
88,91,A
82,20,B
12,97,B
56,34,B
37,24,C
85,11,B
93,52,A
68,80,A
23,42,C
20,53,C
57,21,C
58,76,B
69,79,A
24,34,C
41,80,B
67,10,C
35,54,B
41,26,C
18,25,C
60,34,B
83,16,B
35,32,C
81,62,A
76,41,B
45,54,B
94,49,A
77,18,B
58,52,B
55,68,B
73,23,B
15,72,B
26,35,C
61,97,A
65,20,B
23,59,B
66,91,A
12,83,B
30,82,B
66,62,B
65,11,C
83,41,B
49,40,B
18,31,C
53,70,B
87,60,A
18,41,C
17,18,C
23,35,C
80,98,A
81,99,A
40,82,B
81,63,A
13,63,C
32,76,B
83,60,A
50,55,B
72,23,B
15,23,C
29,46,C
89,43,B
25,42,C
98,62,A
86,59,A
84,28,B
93,36,B
82,32,B
47,25,C
91,83,A
54,25,C
33,55,B
48,99,A
41,42,B
56,11,C
96,31,B
31,42,C
31,52,B
48,34,B
22,44,C
64,68,B
40,65,B
83,64,A
89,93,A
31,78,B
83,70,A
76,52,B
22,97,B
36,97,B
10,98,B
15,60,C
74,69,A
37,60,B
37,38,C
76,70,A
88,17,B
41,58,B
97,48,A
53,16,C
49,17,C
23,84,B
80,95,A
23,43,C
54,51,B
82,31,B
44,20,C
29,36,C
67,20,B
28,36,C
40,29,C
45,21,C
20,85,B
88,82,A
40,31,C
99,59,A
62,34,B
48,28,C
63,41,B
90,94,A
62,17,C
65,69,B
53,32,B
13,25,C
40,11,C
98,32,B
59,23,B
31,41,C
92,64,A
22,49,C
32,59,B
49,54,B
36,65,B
52,25,C
40,54,B
79,98,A
60,66,B
26,63,B
35,46,B
94,32,B
83,87,A
100,94,A
46,37,B
80,65,A
53,13,C
76,85,A
28,83,B
71,84,A
21,32,C
85,85,A
66,51,B
75,97,A
44,63,B
83,43,B
16,55,C
24,63,B
42,57,B
19,48,C
77,19,B
66,13,C
76,91,A
94,95,A
91,44,B
86,88,A
15,10,C
46,98,A
29,45,C
91,53,A
12,83,B
54,61,B
56,23,C
54,82,B
75,38,B
87,32,B
55,69,B
42,75,B
51,45,B
14,37,C
78,18,B
83,45,B
59,59,B
13,52,C
81,36,B
57,57,B
40,75,B
62,58,B
33,16,C
48,12,C
67,14,B
76,98,A
66,47,B
67,75,A
67,84,A
49,25,C
91,21,B
40,90,B
34,34,C
38,25,C
20,48,C
25,75,B
63,72,B
50,35,B
78,53,B
66,24,B
34,66,B
56,77,B
85,100,A
92,49,A
22,62,B
53,31,B
55,25,B
35,88,B
92,43,B
94,62,A
49,77,B
48,35,B
61,75,B
52,12,C
92,99,A
34,29,C
67,25,B
93,10,B
92,82,A
48,82,B
79,28,B
29,61,B
47,56,B
26,25,C
41,19,C
47,52,B
89,79,A
23,47,C
40,26,C
67,12,C
32,46,C
61,39,B
15,32,C
10,100,B
80,69,A
10,77,B
40,19,C
63,78,A
67,30,B
57,23,B
50,63,B
20,47,C
45,84,B
84,42,B
78,73,A
60,38,B
24,92,B
49,71,B
63,52,B
18,16,C
53,85,B
66,10,C
80,71,A
86,79,A
31,53,B
29,32,C
21,29,C
18,24,C
26,46,C
70,22,B
94,27,B
32,49,B
86,100,A
36,11,C
61,37,B
46,35,B
53,14,C
93,22,B
94,14,B
82,48,B
30,52,B
100,65,A
64,17,B
23,92,B
70,42,B
47,57,B
31,60,B
25,50,C
45,71,B
24,77,B
22,21,C
88,52,A
93,22,B
97,58,A
17,30,C
78,59,B
48,92,A
95,12,B
34,16,C
18,20,C
57,67,B
44,93,B
72,49,B
29,23,C
73,41,B
46,69,B
40,22,C
93,53,A
33,94,B
39,74,B
64,67,B
31,70,B
12,52,C
44,57,B
37,85,B
93,15,B
22,67,B
62,46,B
36,52,B
78,94,A
58,84,A
41,47,B
89,64,A
89,71,A
12,69,B
83,93,A
12,21,C
84,85,A
51,32,B
59,62,B
14,79,B
60,85,A
71,43,B
10,52,C
86,67,A
23,76,B
74,34,B
68,74,A
84,42,B
89,69,A
51,17,C
54,95,A
57,69,B
99,57,A
65,99,A
53,94,A
35,88,B
19,13,C
56,49,B
48,59,B
33,46,C
34,24,C
38,70,B
95,79,A
78,27,B
45,98,A
77,96,A
84,82,A
20,24,C
49,30,C
41,24,C
47,11,C
19,59,C
50,46,B
93,86,A
31,40,C
12,93,B
78,92,A
30,15,C
49,40,B
32,87,B
29,59,B
41,75,B
13,36,C
60,16,C
44,79,B
41,40,B
46,43,B
77,85,A
55,89,A
55,86,A
99,72,A
67,50,B
75,87,A
80,24,B
76,38,B
89,69,A
51,51,B
21,29,C
75,29,B
42,78,B
16,69,B
84,63,A
74,22,B
95,99,A
98,71,A
37,22,C
47,90,B
47,89,B
83,40,B
81,26,B
61,27,B
17,96,B
74,80,A
99,38,B
55,64,B
35,59,B
61,93,A
10,70,B
76,84,A
46,100,A
100,51,A
61,36,B
62,56,B
29,50,C
99,33,B
97,90,A
44,16,C
86,93,A
93,64,A
39,10,C
22,61,B
79,47,B
61,97,A
20,79,B
70,89,A
93,19,B
50,50,B
57,27,B
53,31,B
34,17,C
13,40,C
81,43,B
47,66,B
65,43,B
43,99,A
10,64,C
57,62,B
70,83,A
66,17,B
41,32,C
11,28,C
49,73,B
27,45,C
93,85,A
24,67,B
37,30,C
34,69,B
10,92,B
43,27,C
32,97,B
13,90,B
61,57,B
14,75,B
97,86,A
56,26,B
57,55,B
11,11,C
56,100,A
100,99,A
96,82,A
49,15,C
66,57,B
51,59,B
94,95,A
22,11,C
65,95,A
24,94,B
78,87,A
13,86,B
55,10,C
52,13,C
66,56,B
80,54,B
35,80,B
65,21,B
48,65,B
14,38,C
53,69,B
58,43,B
27,21,C
46,99,A
14,94,B
52,58,B
42,12,C
31,13,C
74,54,B
19,100,B
49,65,B
24,80,B
18,24,C
30,19,C
93,17,B
18,85,B
40,95,B
81,25,B
45,22,C
57,39,B
56,82,B
83,70,A
89,37,B
54,25,C
14,83,B
72,21,B
61,34,B
98,55,A
26,96,B
11,78,B
100,68,A
23,56,C
88,95,A
37,61,B
80,49,B
13,10,C
33,11,C
89,16,B
15,36,C
47,12,C
71,59,B
26,84,B
27,56,B
93,42,B
44,70,B
33,72,B
74,57,B
59,68,B
16,15,C
26,67,B
68,12,B
13,24,C
87,93,A
70,74,A
96,44,A
20,26,C
52,54,B
15,49,C
68,58,B
21,70,B
16,42,C
89,82,A
72,76,A
86,57,A
70,87,A
31,97,B
95,32,B
63,85,A
76,42,B
45,78,B
20,94,B
80,75,A
80,69,A
92,96,A
86,54,A
89,50,B
100,69,A
52,74,B
45,34,C
46,38,B
100,52,A
68,16,B
90,13,B
47,46,B
56,53,B
95,75,A
34,40,C
50,18,C
62,69,B
11,30,C
99,45,A
71,61,B
81,28,B
82,15,B
26,13,C
80,60,A
93,15,B
28,10,C
36,16,C
76,83,A
74,57,B
58,50,B
36,92,B
60,92,A
23,73,B
66,46,B
67,15,B
71,38,B
60,97,A
43,100,A
70,46,B
33,75,B
32,24,C
21,93,B
70,33,B
82,100,A
39,32,C
56,34,B
92,82,A
52,66,B
60,100,A
51,53,B
17,84,B
68,87,A
45,92,B
25,22,C
62,62,B
32,51,B
64,30,B
62,62,B
37,54,B
88,68,A
57,10,C
48,71,B
53,52,B
27,75,B
58,14,C
61,98,A
51,21,C
49,45,B
58,21,C
34,64,B
23,44,C
63,50,B
72,20,B
14,45,C
85,56,A
16,92,B
87,15,B
69,10,C
90,11,B
47,83,B
48,41,B
68,54,B
24,16,C
25,96,B
18,55,C
91,93,A
12,70,B
80,84,A
77,39,B
98,19,B
93,35,B
82,35,B
59,21,B
30,72,B
68,30,B
52,32,B
68,100,A
70,42,B
50,35,B
59,56,B
86,86,A
20,81,B
99,68,A
43,86,B
49,75,B
92,79,A
14,44,C
31,22,C
75,61,B
92,12,B
43,94,B
25,90,B
27,38,C
81,93,A
55,23,C
15,93,B
61,34,B
12,82,B
70,39,B
20,61,B
17,48,C
43,33,C
41,31,C
35,61,B
42,83,B
80,41,B
56,33,B
72,45,B
83,24,B
84,14,B
30,98,B
35,35,C
67,35,B
20,26,C
59,82,A
85,69,A
35,32,C
13,74,B
82,32,B
99,69,A
41,74,B
92,55,A
90,50,A
79,98,A
65,51,B
86,38,B
93,41,B
42,69,B
88,43,B
34,17,C
67,80,A
100,69,A
39,81,B
22,98,B
24,11,C
72,60,B
68,22,B
18,94,B
89,35,B
68,66,B
97,96,A
30,73,B
16,15,C
55,43,B
93,80,A
28,90,B
20,63,B
33,14,C
40,87,B
30,37,C
33,23,C
45,27,C
75,85,A
97,63,A
84,95,A
54,16,C
73,93,A
51,44,B
50,12,C
100,55,A
31,14,C
32,18,C
61,14,C
30,41,C
67,48,B
68,13,B
72,64,B
100,11,B
10,82,B
39,85,B
97,87,A
40,86,B
91,36,B
99,91,A
85,62,A
14,59,C
42,41,B
85,77,A
85,64,A
61,55,B
52,92,A
28,75,B
64,13,C
48,34,B
63,44,B
72,12,B
48,28,C
63,63,B
87,43,B
39,12,C
91,13,B
27,42,C
26,53,C
75,62,B
51,69,B
98,81,A
73,63,B
78,25,B
77,21,B
78,11,B
84,73,A
38,57,B
86,80,A
52,49,B
30,99,B
71,52,B
20,39,C
82,13,B
36,21,C
96,89,A
71,51,B
16,61,C
21,10,C
40,48,B
41,93,B
68,71,B
47,67,B
60,81,A
77,90,A
19,17,C
55,22,C
51,63,B
11,73,B
17,50,C
41,15,C
100,100,A
20,26,C
23,24,C
56,63,B
32,63,B
26,73,B
49,96,A
60,80,A
12,16,C
87,62,A
30,39,C
95,98,A
48,70,B
73,75,A
49,25,C
78,88,A
81,88,A
86,91,A
13,88,B
26,24,C
46,13,C
42,56,B
15,51,C
97,14,B
43,25,C
95,81,A
47,66,B
87,35,B
41,51,B
98,10,B
11,61,C
43,70,B
34,59,B
99,49,A
83,72,A
43,82,B
93,28,B
46,12,C
87,66,A
48,33,B
53,48,B
26,94,B
38,80,B
17,29,C
61,83,A
57,50,B
58,30,B
73,61,B
41,96,B
33,66,B
12,13,C
86,20,B
69,15,B
13,52,C
99,78,A
73,24,B
54,21,C
23,16,C
37,100,B
79,75,A
32,87,B
15,30,C
98,85,A
62,43,B
20,85,B
76,16,B
62,16,C
28,98,B
57,71,B
73,86,A
29,91,B
70,61,B
66,80,A
40,61,B
85,53,B
77,92,A
84,51,B
72,89,A
62,66,B
41,43,B
40,19,C
34,81,B
67,100,A
38,57,B
55,50,B
72,96,A
54,64,B
21,57,C
71,11,B
27,97,B
80,19,B
70,37,B
90,60,A
45,13,C
21,88,B
40,70,B
25,79,B
74,55,B
47,27,C
88,23,B
81,70,A
75,27,B
52,49,B
13,91,B
74,95,A
35,87,B
95,39,B
23,17,C
26,65,B
62,49,B
83,90,A
63,22,B
57,91,A
65,81,A
41,57,B
49,70,B
75,43,B
29,73,B
54,55,B
95,54,A
21,89,B
79,84,A
59,92,A
85,81,A
22,32,C
26,92,B
77,10,B
84,78,A
81,80,A
29,82,B
97,10,B
50,13,C
94,21,B
13,18,C
82,40,B
11,28,C
69,52,B
83,72,A
47,62,B
42,92,B
32,36,C
47,88,B
23,38,C
78,22,B
58,23,B
80,98,A
16,42,C
55,95,A
60,52,B
88,69,A
50,22,C
40,58,B
60,37,B
47,64,B
52,31,B
10,97,B
80,94,A
16,84,B
52,91,A
66,39,B
71,20,B
35,57,B
75,28,B
68,47,B
32,13,C
90,17,B
23,45,C
35,49,B
91,83,A
93,85,A
14,15,C
42,18,C
82,42,B
60,38,B
52,48,B
43,73,B
74,13,B
85,71,A
50,69,B
48,78,B
86,86,A
100,76,A
100,53,A
55,32,B
24,26,C
64,60,B
90,79,A
30,91,B
87,58,A
56,73,B
28,43,C
62,66,B
39,20,C
29,68,B
41,50,B
84,30,B
96,51,A
59,71,B
44,100,A
71,65,B
57,38,B
26,27,C
49,52,B
31,37,C
67,31,B
44,61,B
45,56,B
20,66,B
18,86,B
97,13,B
42,57,B
92,36,B
94,73,A
59,58,B
45,46,B
64,40,B
74,80,A
28,71,B
94,65,A
17,72,B
52,67,B
24,46,C
58,78,B
19,97,B
31,16,C
12,14,C
14,47,C
30,31,C
97,32,B
77,68,A
57,43,B
11,44,C
61,69,B
45,28,C
92,82,A
79,31,B
75,18,B
82,41,B
28,46,C
42,80,B
22,40,C
45,10,C
14,44,C
75,31,B
70,83,A
16,69,B
50,74,B
16,96,B
27,50,C
77,86,A
10,87,B
32,27,C
35,53,B
74,48,B
33,54,B
74,80,A
20,17,C
48,69,B
87,27,B
23,28,C
25,91,B
97,41,B
87,77,A
45,100,A
63,45,B
62,12,C
68,16,B
90,27,B
44,25,C
83,49,B
33,63,B
64,19,B
97,78,A
19,41,C
32,19,C
81,98,A
32,25,C
43,68,B
82,24,B
96,93,A
19,94,B
63,59,B
11,17,C
80,73,A
46,53,B
21,85,B
61,49,B
71,19,B
17,98,B
88,50,B
64,98,A
63,28,B
92,54,A
66,50,B
25,73,B
85,22,B
42,17,C
73,42,B
99,68,A
13,100,B
78,25,B
50,12,C
13,33,C
55,14,C
94,46,A
47,22,C
16,86,B
84,98,A
13,95,B
16,28,C
41,34,C
38,36,C
58,70,B
39,95,B
76,68,A
68,42,B
89,40,B
31,27,C
76,37,B
93,13,B
17,48,C
59,32,B
26,55,B
88,87,A
11,17,C
47,64,B
36,87,B
85,94,A
74,53,B
72,27,B
13,19,C
100,82,A
60,67,B
17,31,C
41,88,B
95,92,A
26,39,C
39,77,B
10,28,C
16,10,C
33,25,C
71,78,A
91,36,B
74,72,A
25,65,B
28,68,B
20,77,B
24,55,C
50,73,B
87,43,B
98,19,B
42,96,B
27,60,B
20,22,C
42,94,B
40,79,B
91,88,A
86,89,A
34,38,C
88,45,B
79,60,B
83,86,A
85,39,B
77,71,A
81,89,A
31,95,B
66,73,B
71,23,B
44,24,C
74,14,B
12,91,B
84,28,B
28,72,B
70,94,A
18,73,B
95,100,A
79,42,B
37,15,C
56,18,C
87,10,B
78,24,B
98,11,B
79,100,A
80,74,A
42,93,B
59,89,A
69,76,A
11,36,C
52,17,C
53,60,B
42,11,C
70,38,B
90,87,A
78,77,A
43,86,B
46,75,B
17,19,C
24,96,B
86,45,B
68,11,C
78,65,A
34,86,B
18,93,B
14,59,C
63,39,B
59,93,A
28,31,C
76,28,B
82,39,B
77,53,B
39,66,B
33,100,B
58,95,A
27,61,B
77,35,B
34,92,B
88,65,A
93,95,A
70,17,B
83,33,B
74,65,B
80,81,A
81,15,B
51,95,A
12,19,C
49,81,B
97,20,B
53,19,C
19,40,C
94,51,A
54,13,C
38,48,B
69,72,A
28,57,B
21,31,C
44,37,B
73,34,B
73,14,B
41,22,C
92,35,B
93,14,B
80,53,B
40,16,C
43,37,B
20,72,B
94,49,A
33,43,C
16,73,B
44,46,B
11,51,C
98,94,A
13,57,C
47,26,C
45,81,B
13,58,C
65,50,B
13,48,C
86,45,B
35,51,B
52,70,B
51,55,B
100,94,A
54,21,C
29,55,B
28,99,B
32,100,B
67,68,B
47,72,B
42,41,B
33,86,B
88,60,A
79,65,A
34,95,B
61,42,B
16,60,C
83,76,A
47,68,B
71,75,A
94,93,A
32,53,B
81,36,B
29,45,C
34,12,C
72,85,A
96,21,B
32,12,C
72,50,B
96,26,B
66,46,B
73,83,A
54,34,B
19,76,B
38,83,B
51,33,B
53,77,B
95,35,B
39,64,B
81,18,B
22,27,C
86,82,A
93,91,A
44,69,B
21,32,C
53,64,B
26,88,B
53,55,B
85,87,A
23,40,C
24,40,C
22,10,C
46,12,C
71,47,B
30,77,B
31,60,B
67,43,B
53,14,C
18,47,C
55,100,A
11,45,C
97,78,A
73,87,A
31,44,C
44,96,A
17,91,B
19,94,B
72,65,B
71,38,B
62,54,B
39,77,B
34,56,B
21,47,C
86,53,B
54,22,C
26,90,B
74,79,A
65,49,B
94,53,A
85,96,A
100,67,A
67,41,B
87,70,A
91,87,A
15,69,B
62,77,B
76,31,B
34,37,C
70,37,B
78,80,A
39,19,C
40,44,B
51,11,C
56,59,B
44,92,B
28,47,C
82,16,B
53,50,B
38,37,C
75,22,B
75,14,B
69,75,A
33,22,C
97,19,B
20,30,C
85,23,B
87,70,A
65,70,B
50,60,B
71,100,A
86,12,B
27,53,B
17,42,C
79,84,A
81,59,A
81,22,B
24,58,B
55,96,A
12,52,C
93,37,B
83,26,B
17,63,B
99,89,A
60,26,B
27,61,B
48,83,B
66,99,A
16,45,C
40,20,C
72,89,A
93,34,B
79,80,A
56,81,B
33,53,B
78,22,B
28,25,C
87,52,B
92,51,A
34,51,B
19,19,C
38,96,B
36,91,B
51,24,C
32,16,C
70,98,A
61,67,B
17,34,C
92,10,B
93,55,A
86,58,A
53,40,B
67,46,B
36,90,B
17,95,B
36,32,C
66,37,B
54,38,B
47,40,B
19,34,C
69,49,B
41,44,B
58,13,C
89,67,A
38,58,B
76,100,A
33,52,B
40,20,C
69,39,B
86,20,B
23,26,C
98,65,A
100,14,B
24,63,B
63,16,C
62,43,B
30,92,B
65,88,A
35,60,B
67,77,A
90,23,B
25,86,B
19,99,B
76,87,A
71,54,B
27,43,C
33,26,C
47,99,A
67,64,B
20,92,B
21,40,C
26,21,C
47,40,B
65,64,B
97,93,A
19,46,C
35,16,C
33,56,B
23,57,B
13,91,B
35,29,C
75,14,B
68,93,A
80,25,B
26,70,B
35,61,B
43,93,B
77,34,B
68,38,B
80,79,A
93,95,A
18,93,B
18,54,C
68,74,A
14,53,C
50,49,B
61,83,A
55,46,B
82,55,B
46,79,B
70,86,A
97,55,A
46,66,B
71,96,A
31,27,C
11,16,C
46,65,B
94,93,A
73,46,B
52,52,B
14,17,C
63,77,A
53,67,B
33,38,C
19,26,C
56,94,A
89,77,A
59,72,B
67,59,B
34,21,C
63,27,B
26,56,B
91,32,B
81,40,B
67,48,B
28,25,C
55,45,B
65,32,B
92,11,B
16,67,B
27,65,B
29,78,B
78,97,A
33,72,B
45,21,C
12,47,C
44,85,B
71,19,B
11,100,B
84,83,A
13,96,B
67,32,B
58,91,A
29,39,C
81,17,B
13,98,B
77,86,A
70,66,B
85,70,A
70,39,B
55,85,A
46,56,B
82,57,B
60,88,A
30,96,B
11,52,C
34,86,B
42,14,C
46,49,B
68,26,B
40,41,B
23,34,C
53,67,B
64,69,B
92,31,B
40,57,B
79,32,B
19,69,B
83,51,B
31,28,C
88,85,A
59,72,B
86,38,B
17,43,C
31,72,B
54,61,B
70,18,B
98,92,A
13,77,B
96,99,A
83,69,A
48,69,B
13,32,C
79,99,A
40,17,C
66,13,C
73,56,B
11,69,B
29,99,B
79,88,A
37,20,C
40,45,B
23,52,C
26,48,C
40,19,C
45,35,B
42,91,B
26,91,B
97,45,A
65,92,A
46,92,B
86,27,B
25,37,C
28,93,B
70,43,B
57,17,C
62,54,B
84,29,B
13,66,C
49,31,B
70,69,B
23,71,B
75,44,B
